dataset_uuid,dataset_hubmap_id,dataset_status,dataset_group_name,dataset_group_uuid,dataset_date_time_created,dataset_created_by_email,dataset_date_time_modified,dataset_modified_by_email,lab_id_or_name,dataset_data_types,dataset_portal_url,first_sample_hubmap_id,first_sample_submission_id,first_sample_uuid,first_sample_type,first_sample_portal_url,organ_hubmap_id,organ_submission_id,organ_uuid,organ_type,donor_hubmap_id,donor_submission_id,donor_uuid,donor_group_name,rui_location_hubmap_id,rui_location_submission_id,rui_location_uuid,sample_metadata_hubmap_id,sample_metadata_submission_id,sample_metadata_uuid,processed_dataset_uuid,processed_dataset_hubmap_id,processed_dataset_status,processed_dataset_portal_url,previous_version_hubmap_ids
407587ef495f045f329b2996b345049d,HBM367.RBFR.728,Published,Stanford TMC,def5fd76-ed43-11e8-b56a-0e8017bdda58,3/22/2022 22:58,jw1d@andrew.cmu.edu,6/14/2023 17:51,hubmap@hubmapconsortium.org,B005-A-401-Small Intestine-Mid-Jejunum-pHILIC,LC-MS,https://portal.hubmapconsortium.org/browse/dataset/407587ef495f045f329b2996b345049d,HBM245.FVXP.672,STAN0008-SI-3-1,ac851bd82b0745e9c39fd3c79e4b8085,block,https://portal.hubmapconsortium.org/browse/sample/ac851bd82b0745e9c39fd3c79e4b8085,HBM628.HGNP.547,STAN0008-SI,5d079766bf17544745c38d88d6923dbf,small intestine,HBM765.TRHD.452,STAN0008,be425f8a2963dda1d3a7a0c79de5e466,Stanford TMC,HBM997.BFCV.489,STAN0008-SI-3,f7b37eff8a36eb3852a373cc4878f50e,HBM245.FVXP.672,STAN0008-SI-3-1,ac851bd82b0745e9c39fd3c79e4b8085,,[],[],[],
46dd148773e85410059100c99e85303b,HBM674.SNZJ.944,Published,Stanford TMC,def5fd76-ed43-11e8-b56a-0e8017bdda58,3/22/2022 22:57,jw1d@andrew.cmu.edu,6/14/2023 17:54,hubmap@hubmapconsortium.org,B005-A-401-Small Intestine-Mid-Jejunum-nHILIC,LC-MS,https://portal.hubmapconsortium.org/browse/dataset/46dd148773e85410059100c99e85303b,HBM245.FVXP.672,STAN0008-SI-3-1,ac851bd82b0745e9c39fd3c79e4b8085,block,https://portal.hubmapconsortium.org/browse/sample/ac851bd82b0745e9c39fd3c79e4b8085,HBM628.HGNP.547,STAN0008-SI,5d079766bf17544745c38d88d6923dbf,small intestine,HBM765.TRHD.452,STAN0008,be425f8a2963dda1d3a7a0c79de5e466,Stanford TMC,HBM997.BFCV.489,STAN0008-SI-3,f7b37eff8a36eb3852a373cc4878f50e,HBM245.FVXP.672,STAN0008-SI-3-1,ac851bd82b0745e9c39fd3c79e4b8085,,[],[],[],
c591e842e21e4aae360cba2b45deba4b,HBM382.VHCQ.532,Published,Stanford TMC,def5fd76-ed43-11e8-b56a-0e8017bdda58,3/8/2022 22:07,jw1d@andrew.cmu.edu,12/16/2022 1:55,hubmap@hubmapconsortium.org,,snRNA-seq (10x Genomics v3),https://portal.hubmapconsortium.org/browse/dataset/c591e842e21e4aae360cba2b45deba4b,HBM245.FVXP.672,STAN0008-SI-3-1,ac851bd82b0745e9c39fd3c79e4b8085,block,https://portal.hubmapconsortium.org/browse/sample/ac851bd82b0745e9c39fd3c79e4b8085,HBM628.HGNP.547,STAN0008-SI,5d079766bf17544745c38d88d6923dbf,small intestine,HBM765.TRHD.452,STAN0008,be425f8a2963dda1d3a7a0c79de5e466,Stanford TMC,HBM997.BFCV.489,STAN0008-SI-3,f7b37eff8a36eb3852a373cc4878f50e,HBM245.FVXP.672,STAN0008-SI-3-1,ac851bd82b0745e9c39fd3c79e4b8085,"https://portal.hubmapconsortium.org/browse/dataset/2ae126ab16c264352b2d3d2607236b97,https://portal.hubmapconsortium.org/browse/dataset/e309882758219e7dd335e789653593b7","['HBM348.TWMS.895', 'HBM973.TNLT.473']","['Published', 'Error']","['https://portal.hubmapconsortium.org/browse/dataset/2ae126ab16c264352b2d3d2607236b97', 'https://portal.hubmapconsortium.org/browse/dataset/e309882758219e7dd335e789653593b7']",
bd4f1b9b8d088bd183ac0b5eb509ddd3,HBM376.RMDH.899,Published,Stanford TMC,def5fd76-ed43-11e8-b56a-0e8017bdda58,12/22/2021 0:26,jw1d@andrew.cmu.edu,3/6/2023 19:26,hubmap@hubmapconsortium.org,,snATAC-seq,https://portal.hubmapconsortium.org/browse/dataset/bd4f1b9b8d088bd183ac0b5eb509ddd3,HBM245.FVXP.672,STAN0008-SI-3-1,ac851bd82b0745e9c39fd3c79e4b8085,block,https://portal.hubmapconsortium.org/browse/sample/ac851bd82b0745e9c39fd3c79e4b8085,HBM628.HGNP.547,STAN0008-SI,5d079766bf17544745c38d88d6923dbf,small intestine,HBM765.TRHD.452,STAN0008,be425f8a2963dda1d3a7a0c79de5e466,Stanford TMC,HBM997.BFCV.489,STAN0008-SI-3,f7b37eff8a36eb3852a373cc4878f50e,HBM245.FVXP.672,STAN0008-SI-3-1,ac851bd82b0745e9c39fd3c79e4b8085,https://portal.hubmapconsortium.org/browse/dataset/e4319313593944c85ba4887e3ed5a270,['HBM925.MMLZ.279'],['Published'],['https://portal.hubmapconsortium.org/browse/dataset/e4319313593944c85ba4887e3ed5a270'],
40b8449d2e4edbf2168dfadaefd0ffe4,HBM727.DMKG.675,Published,Stanford TMC,def5fd76-ed43-11e8-b56a-0e8017bdda58,3/13/2021 3:42,Daniel.cotter@stanford.edu,9/8/2022 15:57,hubmap@hubmapconsortium.org,B005-A-401-SmallIntestine-MidJejunum-CODEX,CODEX,https://portal.hubmapconsortium.org/browse/dataset/40b8449d2e4edbf2168dfadaefd0ffe4,HBM245.FVXP.672,STAN0008-SI-3-1,ac851bd82b0745e9c39fd3c79e4b8085,block,https://portal.hubmapconsortium.org/browse/sample/ac851bd82b0745e9c39fd3c79e4b8085,HBM628.HGNP.547,STAN0008-SI,5d079766bf17544745c38d88d6923dbf,small intestine,HBM765.TRHD.452,STAN0008,be425f8a2963dda1d3a7a0c79de5e466,Stanford TMC,HBM997.BFCV.489,STAN0008-SI-3,f7b37eff8a36eb3852a373cc4878f50e,HBM245.FVXP.672,STAN0008-SI-3-1,ac851bd82b0745e9c39fd3c79e4b8085,"https://portal.hubmapconsortium.org/browse/dataset/aea510e37bc0f1287735f963cff7f671,https://portal.hubmapconsortium.org/browse/dataset/168050d20802e0c0d91fd5f51ce550da,https://portal.hubmapconsortium.org/browse/dataset/4a047c555dbf896c20b96bbfe61ebf9c,https://portal.hubmapconsortium.org/browse/dataset/76e46e1fe30f3a911d3cf5c1e4530351,https://portal.hubmapconsortium.org/browse/dataset/aaaa3d9cde1cafa3723212394d5401dc","['HBM332.MLJJ.344', 'HBM244.TVNH.734', 'HBM779.XWWJ.663', 'HBM556.TSCC.878', 'HBM663.KVZN.565']","['Published', 'Published', 'Error', 'QA', 'QA']","['https://portal.hubmapconsortium.org/browse/dataset/aea510e37bc0f1287735f963cff7f671', 'https://portal.hubmapconsortium.org/browse/dataset/168050d20802e0c0d91fd5f51ce550da', 'https://portal.hubmapconsortium.org/browse/dataset/4a047c555dbf896c20b96bbfe61ebf9c', 'https://portal.hubmapconsortium.org/browse/dataset/76e46e1fe30f3a911d3cf5c1e4530351', 'https://portal.hubmapconsortium.org/browse/dataset/aaaa3d9cde1cafa3723212394d5401dc']",
fd020f1f94955004eacad97c45577b84,HBM425.BBFN.587,Published,Stanford TMC,def5fd76-ed43-11e8-b56a-0e8017bdda58,6/30/2023 3:38,tkarathanos@stanford.edu,7/7/2023 15:35,hubmap@hubmapconsortium.org,B005-A-301-Small Intestine-Ileum-Lipidomics-DMS,MS,https://portal.hubmapconsortium.org/browse/dataset/fd020f1f94955004eacad97c45577b84,HBM853.QPTX.552,STAN0008-SI-4-1,5ded68dde822d1c03ee04fe58b978a7e,block,https://portal.hubmapconsortium.org/browse/sample/5ded68dde822d1c03ee04fe58b978a7e,HBM628.HGNP.547,STAN0008-SI,5d079766bf17544745c38d88d6923dbf,small intestine,HBM765.TRHD.452,STAN0008,be425f8a2963dda1d3a7a0c79de5e466,Stanford TMC,"HBM853.QPTX.552,HBM555.RTWS.767","STAN0008-SI-4-1,STAN0008-SI-4","5ded68dde822d1c03ee04fe58b978a7e,ecca7757c924f2380669a15555d35a5d",HBM853.QPTX.552,STAN0008-SI-4-1,5ded68dde822d1c03ee04fe58b978a7e,,[],[],[],
8e6501bb55fc041e2162852024d9395a,HBM887.GZSL.525,Published,Stanford TMC,def5fd76-ed43-11e8-b56a-0e8017bdda58,2/13/2023 23:46,Daniel.cotter@stanford.edu,7/7/2023 15:22,hubmap@hubmapconsortium.org,B005-A-301-Small Intestine-Ileum-Lipidomics,MS,https://portal.hubmapconsortium.org/browse/dataset/8e6501bb55fc041e2162852024d9395a,HBM853.QPTX.552,STAN0008-SI-4-1,5ded68dde822d1c03ee04fe58b978a7e,block,https://portal.hubmapconsortium.org/browse/sample/5ded68dde822d1c03ee04fe58b978a7e,HBM628.HGNP.547,STAN0008-SI,5d079766bf17544745c38d88d6923dbf,small intestine,HBM765.TRHD.452,STAN0008,be425f8a2963dda1d3a7a0c79de5e466,Stanford TMC,"HBM853.QPTX.552,HBM555.RTWS.767","STAN0008-SI-4-1,STAN0008-SI-4","5ded68dde822d1c03ee04fe58b978a7e,ecca7757c924f2380669a15555d35a5d",HBM853.QPTX.552,STAN0008-SI-4-1,5ded68dde822d1c03ee04fe58b978a7e,,[],[],[],
f9f60fe1617c4311a3732db8b7722848,HBM698.VXGW.875,Published,Stanford TMC,def5fd76-ed43-11e8-b56a-0e8017bdda58,3/22/2022 22:56,jw1d@andrew.cmu.edu,6/14/2023 18:44,hubmap@hubmapconsortium.org,B005-A-301-Small Intestine-Ileum-pRPLC,LC-MS,https://portal.hubmapconsortium.org/browse/dataset/f9f60fe1617c4311a3732db8b7722848,HBM853.QPTX.552,STAN0008-SI-4-1,5ded68dde822d1c03ee04fe58b978a7e,block,https://portal.hubmapconsortium.org/browse/sample/5ded68dde822d1c03ee04fe58b978a7e,HBM628.HGNP.547,STAN0008-SI,5d079766bf17544745c38d88d6923dbf,small intestine,HBM765.TRHD.452,STAN0008,be425f8a2963dda1d3a7a0c79de5e466,Stanford TMC,"HBM853.QPTX.552,HBM555.RTWS.767","STAN0008-SI-4-1,STAN0008-SI-4","5ded68dde822d1c03ee04fe58b978a7e,ecca7757c924f2380669a15555d35a5d",HBM853.QPTX.552,STAN0008-SI-4-1,5ded68dde822d1c03ee04fe58b978a7e,,[],[],[],
fe1ea64b95c1c5a21f9c40312b17cfe6,HBM559.RVGB.988,Published,Stanford TMC,def5fd76-ed43-11e8-b56a-0e8017bdda58,3/22/2022 22:55,jw1d@andrew.cmu.edu,6/14/2023 18:47,hubmap@hubmapconsortium.org,B005-A-301-Small Intestine-Ileum-nRPLC,LC-MS,https://portal.hubmapconsortium.org/browse/dataset/fe1ea64b95c1c5a21f9c40312b17cfe6,HBM853.QPTX.552,STAN0008-SI-4-1,5ded68dde822d1c03ee04fe58b978a7e,block,https://portal.hubmapconsortium.org/browse/sample/5ded68dde822d1c03ee04fe58b978a7e,HBM628.HGNP.547,STAN0008-SI,5d079766bf17544745c38d88d6923dbf,small intestine,HBM765.TRHD.452,STAN0008,be425f8a2963dda1d3a7a0c79de5e466,Stanford TMC,"HBM853.QPTX.552,HBM555.RTWS.767","STAN0008-SI-4-1,STAN0008-SI-4","5ded68dde822d1c03ee04fe58b978a7e,ecca7757c924f2380669a15555d35a5d",HBM853.QPTX.552,STAN0008-SI-4-1,5ded68dde822d1c03ee04fe58b978a7e,,[],[],[],
5ca5c834022a929ea82e509f88ab66e5,HBM949.SBGP.436,Published,Stanford TMC,def5fd76-ed43-11e8-b56a-0e8017bdda58,3/22/2022 22:55,jw1d@andrew.cmu.edu,6/14/2023 18:03,hubmap@hubmapconsortium.org,B005-A-301-Small Intestine-Ileum-pHILIC,LC-MS,https://portal.hubmapconsortium.org/browse/dataset/5ca5c834022a929ea82e509f88ab66e5,HBM853.QPTX.552,STAN0008-SI-4-1,5ded68dde822d1c03ee04fe58b978a7e,block,https://portal.hubmapconsortium.org/browse/sample/5ded68dde822d1c03ee04fe58b978a7e,HBM628.HGNP.547,STAN0008-SI,5d079766bf17544745c38d88d6923dbf,small intestine,HBM765.TRHD.452,STAN0008,be425f8a2963dda1d3a7a0c79de5e466,Stanford TMC,"HBM853.QPTX.552,HBM555.RTWS.767","STAN0008-SI-4-1,STAN0008-SI-4","5ded68dde822d1c03ee04fe58b978a7e,ecca7757c924f2380669a15555d35a5d",HBM853.QPTX.552,STAN0008-SI-4-1,5ded68dde822d1c03ee04fe58b978a7e,,[],[],[],
4aefdcbe2349dd77a3598ae6614ac061,HBM884.QXRH.554,Published,Stanford TMC,def5fd76-ed43-11e8-b56a-0e8017bdda58,3/22/2022 22:54,jw1d@andrew.cmu.edu,6/14/2023 17:55,hubmap@hubmapconsortium.org,B005-A-301-Small Intestine-Ileum-nHILIC,LC-MS,https://portal.hubmapconsortium.org/browse/dataset/4aefdcbe2349dd77a3598ae6614ac061,HBM853.QPTX.552,STAN0008-SI-4-1,5ded68dde822d1c03ee04fe58b978a7e,block,https://portal.hubmapconsortium.org/browse/sample/5ded68dde822d1c03ee04fe58b978a7e,HBM628.HGNP.547,STAN0008-SI,5d079766bf17544745c38d88d6923dbf,small intestine,HBM765.TRHD.452,STAN0008,be425f8a2963dda1d3a7a0c79de5e466,Stanford TMC,"HBM853.QPTX.552,HBM555.RTWS.767","STAN0008-SI-4-1,STAN0008-SI-4","5ded68dde822d1c03ee04fe58b978a7e,ecca7757c924f2380669a15555d35a5d",HBM853.QPTX.552,STAN0008-SI-4-1,5ded68dde822d1c03ee04fe58b978a7e,,[],[],[],
92ad89cb6b937a8af1778dbe985da7b1,HBM364.JHKZ.383,Published,Stanford TMC,def5fd76-ed43-11e8-b56a-0e8017bdda58,3/8/2022 22:06,jw1d@andrew.cmu.edu,4/27/2023 17:30,hubmap@hubmapconsortium.org,,snRNA-seq (10x Genomics v3),https://portal.hubmapconsortium.org/browse/dataset/92ad89cb6b937a8af1778dbe985da7b1,HBM853.QPTX.552,STAN0008-SI-4-1,5ded68dde822d1c03ee04fe58b978a7e,block,https://portal.hubmapconsortium.org/browse/sample/5ded68dde822d1c03ee04fe58b978a7e,HBM628.HGNP.547,STAN0008-SI,5d079766bf17544745c38d88d6923dbf,small intestine,HBM765.TRHD.452,STAN0008,be425f8a2963dda1d3a7a0c79de5e466,Stanford TMC,"HBM853.QPTX.552,HBM555.RTWS.767","STAN0008-SI-4-1,STAN0008-SI-4","5ded68dde822d1c03ee04fe58b978a7e,ecca7757c924f2380669a15555d35a5d",HBM853.QPTX.552,STAN0008-SI-4-1,5ded68dde822d1c03ee04fe58b978a7e,https://portal.hubmapconsortium.org/browse/dataset/8a5592389339a77ce7697f516aa721fe,['HBM985.RCMM.733'],['Published'],['https://portal.hubmapconsortium.org/browse/dataset/8a5592389339a77ce7697f516aa721fe'],
6010ee082043a9adb055ec9b37b4fc99,HBM623.PHGT.682,Published,Stanford TMC,def5fd76-ed43-11e8-b56a-0e8017bdda58,12/22/2021 0:26,jw1d@andrew.cmu.edu,3/6/2023 19:26,hubmap@hubmapconsortium.org,,snATAC-seq,https://portal.hubmapconsortium.org/browse/dataset/6010ee082043a9adb055ec9b37b4fc99,HBM853.QPTX.552,STAN0008-SI-4-1,5ded68dde822d1c03ee04fe58b978a7e,block,https://portal.hubmapconsortium.org/browse/sample/5ded68dde822d1c03ee04fe58b978a7e,HBM628.HGNP.547,STAN0008-SI,5d079766bf17544745c38d88d6923dbf,small intestine,HBM765.TRHD.452,STAN0008,be425f8a2963dda1d3a7a0c79de5e466,Stanford TMC,"HBM853.QPTX.552,HBM555.RTWS.767","STAN0008-SI-4-1,STAN0008-SI-4","5ded68dde822d1c03ee04fe58b978a7e,ecca7757c924f2380669a15555d35a5d",HBM853.QPTX.552,STAN0008-SI-4-1,5ded68dde822d1c03ee04fe58b978a7e,"https://portal.hubmapconsortium.org/browse/dataset/86f9ae4661354504d3f2c042ecb5159f,https://portal.hubmapconsortium.org/browse/dataset/5c63de87d401df49a9dec841d32cad7a","['HBM282.LGWN.352', 'HBM482.HKCW.984']","['Published', 'Error']","['https://portal.hubmapconsortium.org/browse/dataset/86f9ae4661354504d3f2c042ecb5159f', 'https://portal.hubmapconsortium.org/browse/dataset/5c63de87d401df49a9dec841d32cad7a']",
3a4fb23a49fba2647dba2b8f57976d25,HBM666.RBCG.529,Published,Stanford TMC,def5fd76-ed43-11e8-b56a-0e8017bdda58,3/13/2021 3:44,Daniel.cotter@stanford.edu,9/8/2022 15:57,hubmap@hubmapconsortium.org,B005-A-301-SmallIntestine-Ileum-CODEX,CODEX,https://portal.hubmapconsortium.org/browse/dataset/3a4fb23a49fba2647dba2b8f57976d25,HBM853.QPTX.552,STAN0008-SI-4-1,5ded68dde822d1c03ee04fe58b978a7e,block,https://portal.hubmapconsortium.org/browse/sample/5ded68dde822d1c03ee04fe58b978a7e,HBM628.HGNP.547,STAN0008-SI,5d079766bf17544745c38d88d6923dbf,small intestine,HBM765.TRHD.452,STAN0008,be425f8a2963dda1d3a7a0c79de5e466,Stanford TMC,"HBM853.QPTX.552,HBM555.RTWS.767","STAN0008-SI-4-1,STAN0008-SI-4","5ded68dde822d1c03ee04fe58b978a7e,ecca7757c924f2380669a15555d35a5d",HBM853.QPTX.552,STAN0008-SI-4-1,5ded68dde822d1c03ee04fe58b978a7e,"https://portal.hubmapconsortium.org/browse/dataset/77ab35880329b5932380104aa58795a4,https://portal.hubmapconsortium.org/browse/dataset/aea510e37bc0f1287735f963cff7f671,https://portal.hubmapconsortium.org/browse/dataset/d84fb871861bf966850943b4ab2a9134,https://portal.hubmapconsortium.org/browse/dataset/7547ff101d7b915d06daff072c17456a,https://portal.hubmapconsortium.org/browse/dataset/0737895053a2653f92d205ffc4115629,https://portal.hubmapconsortium.org/browse/dataset/a4a9c03e47ebab4a0a63b64238e19c5b","['HBM222.STTH.665', 'HBM332.MLJJ.344', 'HBM564.DSPG.945', 'HBM365.DKXK.637', 'HBM957.DTZP.238', 'HBM995.HRXG.792']","['Published', 'Published', 'Published', 'Error', 'QA', 'QA']","['https://portal.hubmapconsortium.org/browse/dataset/77ab35880329b5932380104aa58795a4', 'https://portal.hubmapconsortium.org/browse/dataset/aea510e37bc0f1287735f963cff7f671', 'https://portal.hubmapconsortium.org/browse/dataset/d84fb871861bf966850943b4ab2a9134', 'https://portal.hubmapconsortium.org/browse/dataset/7547ff101d7b915d06daff072c17456a', 'https://portal.hubmapconsortium.org/browse/dataset/0737895053a2653f92d205ffc4115629', 'https://portal.hubmapconsortium.org/browse/dataset/a4a9c03e47ebab4a0a63b64238e19c5b']",
0c1ab133ed95b1ac3183ebfc849313b2,HBM478.MRVG.423,Published,Stanford TMC,def5fd76-ed43-11e8-b56a-0e8017bdda58,6/28/2023 22:56,tkarathanos@stanford.edu,7/7/2023 15:38,hubmap@hubmapconsortium.org,B006-A-501-Small Intestine-Duodenum-Lipidomics-DMS,MS,https://portal.hubmapconsortium.org/browse/dataset/0c1ab133ed95b1ac3183ebfc849313b2,HBM944.KDNK.782,STAN0009-SI-1-1,bdcc96e3882ddcdd1de604d2e2453106,block,https://portal.hubmapconsortium.org/browse/sample/bdcc96e3882ddcdd1de604d2e2453106,HBM732.JXFV.499,STAN0009-SI,a7cab66d3df6146d65142bf354029eaf,small intestine,HBM237.PDJB.444,STAN0009,909b44eb01033314b357a3692b583387,Stanford TMC,"HBM944.KDNK.782,HBM467.BPFL.284","STAN0009-SI-1-1,STAN0009-SI-1","bdcc96e3882ddcdd1de604d2e2453106,b086daf9da374bb5422e64326c26012e",HBM944.KDNK.782,STAN0009-SI-1-1,bdcc96e3882ddcdd1de604d2e2453106,,[],[],[],
2aa9f5fcc7dab7290c29d56607f65cbe,HBM959.WJZN.853,Published,Stanford TMC,def5fd76-ed43-11e8-b56a-0e8017bdda58,2/13/2023 23:49,Daniel.cotter@stanford.edu,7/7/2023 15:21,hubmap@hubmapconsortium.org,B006-A-501-Small Intestine-Duodenum-Lipidomics,MS,https://portal.hubmapconsortium.org/browse/dataset/2aa9f5fcc7dab7290c29d56607f65cbe,HBM944.KDNK.782,STAN0009-SI-1-1,bdcc96e3882ddcdd1de604d2e2453106,block,https://portal.hubmapconsortium.org/browse/sample/bdcc96e3882ddcdd1de604d2e2453106,HBM732.JXFV.499,STAN0009-SI,a7cab66d3df6146d65142bf354029eaf,small intestine,HBM237.PDJB.444,STAN0009,909b44eb01033314b357a3692b583387,Stanford TMC,"HBM944.KDNK.782,HBM467.BPFL.284","STAN0009-SI-1-1,STAN0009-SI-1","bdcc96e3882ddcdd1de604d2e2453106,b086daf9da374bb5422e64326c26012e",HBM944.KDNK.782,STAN0009-SI-1-1,bdcc96e3882ddcdd1de604d2e2453106,,[],[],[],
e230d1b0674fbb7e1831b3e83a27301d,HBM425.ZFWZ.798,Published,Stanford TMC,def5fd76-ed43-11e8-b56a-0e8017bdda58,2/22/2023 15:06,hubmap@hubmapconsortium.org,3/12/2023 18:48,hubmap@hubmapconsortium.org,,LC-MS Bottom Up,https://portal.hubmapconsortium.org/browse/dataset/e230d1b0674fbb7e1831b3e83a27301d,"HBM944.KDNK.782,HBM797.VZJD.683,HBM432.KLVR.258,HBM655.RKDX.442,HBM764.FQJK.692,HBM799.RXWZ.543,HBM799.WGWR.477,HBM464.RHLH.686","STAN0009-SI-1-1,STAN0009-SI-2-1,STAN0009-SI-3-1,STAN0009-SI-4-1,STAN0009-LI-1-1,STAN0009-LI-2-1,STAN0009-LI-3-1,STAN0009-LI-4-1","bdcc96e3882ddcdd1de604d2e2453106,f0e6590d29514aa3edde3223aeb512d5,ce91014999057077fd56011672b97315,26d28342879bc2b31983c4083a46bc1f,69b7f03c30bc3489a0b827864f7933c9,05eae5d5018cf4b09434aaadf5f8a387,8bb8b9e940660828875d59aa02223eb6,8113a08108f2d3174b7baf988aa18c95","block,block,block,block,block,block,block,block","https://portal.hubmapconsortium.org/browse/sample/bdcc96e3882ddcdd1de604d2e2453106,https://portal.hubmapconsortium.org/browse/sample/f0e6590d29514aa3edde3223aeb512d5,https://portal.hubmapconsortium.org/browse/sample/ce91014999057077fd56011672b97315,https://portal.hubmapconsortium.org/browse/sample/26d28342879bc2b31983c4083a46bc1f,https://portal.hubmapconsortium.org/browse/sample/69b7f03c30bc3489a0b827864f7933c9,https://portal.hubmapconsortium.org/browse/sample/05eae5d5018cf4b09434aaadf5f8a387,https://portal.hubmapconsortium.org/browse/sample/8bb8b9e940660828875d59aa02223eb6,https://portal.hubmapconsortium.org/browse/sample/8113a08108f2d3174b7baf988aa18c95","HBM732.JXFV.499,HBM893.SRVH.963","STAN0009-SI,STAN0009-LI","a7cab66d3df6146d65142bf354029eaf,1b5b33da8ff57d0779cc9714c05fd101","small intestine,large intestine",HBM237.PDJB.444,STAN0009,909b44eb01033314b357a3692b583387,Stanford TMC,"HBM655.RKDX.442,HBM845.DZJK.226,HBM797.VZJD.683,HBM323.JDXK.437,HBM464.RHLH.686,HBM895.KJBW.679,HBM432.KLVR.258,HBM545.TFNG.256,HBM944.KDNK.782,HBM467.BPFL.284,HBM764.FQJK.692,HBM498.KBVQ.446,HBM799.RXWZ.543,HBM495.RJQQ.292,HBM633.PRRH.456","STAN0009-SI-4-1,STAN0009-SI-4,STAN0009-SI-2-1,STAN0009-SI-2,STAN0009-LI-4-1,STAN0009-LI-4,STAN0009-SI-3-1,STAN0009-SI-3,STAN0009-SI-1-1,STAN0009-SI-1,STAN0009-LI-1-1,STAN0009-LI-1,STAN0009-LI-2-1,STAN0009-LI-2,STAN0009-LI-3","26d28342879bc2b31983c4083a46bc1f,37646b6f78075c99f09af04142ac39f4,f0e6590d29514aa3edde3223aeb512d5,1c1745a49b81662ab955765cb1159bab,8113a08108f2d3174b7baf988aa18c95,e03c30230e3405eb6855a91cdc3197a8,ce91014999057077fd56011672b97315,497f8aa9cb247e825e8227d6fa70f7a1,bdcc96e3882ddcdd1de604d2e2453106,b086daf9da374bb5422e64326c26012e,69b7f03c30bc3489a0b827864f7933c9,8d2acd5b31c953a5507da41df918ec2e,05eae5d5018cf4b09434aaadf5f8a387,5590f1212159e1a53b045e7bedafc562,4cdc311cdb07ab1a49cc4ad1e4e8d4da","HBM655.RKDX.442,HBM797.VZJD.683,HBM464.RHLH.686,HBM895.KJBW.679,HBM432.KLVR.258,HBM944.KDNK.782,HBM764.FQJK.692,HBM498.KBVQ.446,HBM799.RXWZ.543,HBM495.RJQQ.292,HBM799.WGWR.477,HBM633.PRRH.456","STAN0009-SI-4-1,STAN0009-SI-2-1,STAN0009-LI-4-1,STAN0009-LI-4,STAN0009-SI-3-1,STAN0009-SI-1-1,STAN0009-LI-1-1,STAN0009-LI-1,STAN0009-LI-2-1,STAN0009-LI-2,STAN0009-LI-3-1,STAN0009-LI-3","26d28342879bc2b31983c4083a46bc1f,f0e6590d29514aa3edde3223aeb512d5,8113a08108f2d3174b7baf988aa18c95,e03c30230e3405eb6855a91cdc3197a8,ce91014999057077fd56011672b97315,bdcc96e3882ddcdd1de604d2e2453106,69b7f03c30bc3489a0b827864f7933c9,8d2acd5b31c953a5507da41df918ec2e,05eae5d5018cf4b09434aaadf5f8a387,5590f1212159e1a53b045e7bedafc562,8bb8b9e940660828875d59aa02223eb6,4cdc311cdb07ab1a49cc4ad1e4e8d4da",,[],[],[],
0f30835d5b36b7dc5f5afe5de3fd6547,HBM487.NNNB.468,Published,Stanford TMC,def5fd76-ed43-11e8-b56a-0e8017bdda58,3/22/2022 23:20,jw1d@andrew.cmu.edu,6/14/2023 17:38,hubmap@hubmapconsortium.org,B006-A-501-Small Intestine-Duodenum-pRPLC,LC-MS,https://portal.hubmapconsortium.org/browse/dataset/0f30835d5b36b7dc5f5afe5de3fd6547,HBM944.KDNK.782,STAN0009-SI-1-1,bdcc96e3882ddcdd1de604d2e2453106,block,https://portal.hubmapconsortium.org/browse/sample/bdcc96e3882ddcdd1de604d2e2453106,HBM732.JXFV.499,STAN0009-SI,a7cab66d3df6146d65142bf354029eaf,small intestine,HBM237.PDJB.444,STAN0009,909b44eb01033314b357a3692b583387,Stanford TMC,"HBM944.KDNK.782,HBM467.BPFL.284","STAN0009-SI-1-1,STAN0009-SI-1","bdcc96e3882ddcdd1de604d2e2453106,b086daf9da374bb5422e64326c26012e",HBM944.KDNK.782,STAN0009-SI-1-1,bdcc96e3882ddcdd1de604d2e2453106,,[],[],[],
6f519ea42a41c7553814f04ed04eaa90,HBM474.GHZH.359,Published,Stanford TMC,def5fd76-ed43-11e8-b56a-0e8017bdda58,3/22/2022 23:18,jw1d@andrew.cmu.edu,6/14/2023 18:09,hubmap@hubmapconsortium.org,B006-A-501-Small Intestine-Duodenum-nRPLC,LC-MS,https://portal.hubmapconsortium.org/browse/dataset/6f519ea42a41c7553814f04ed04eaa90,HBM944.KDNK.782,STAN0009-SI-1-1,bdcc96e3882ddcdd1de604d2e2453106,block,https://portal.hubmapconsortium.org/browse/sample/bdcc96e3882ddcdd1de604d2e2453106,HBM732.JXFV.499,STAN0009-SI,a7cab66d3df6146d65142bf354029eaf,small intestine,HBM237.PDJB.444,STAN0009,909b44eb01033314b357a3692b583387,Stanford TMC,"HBM944.KDNK.782,HBM467.BPFL.284","STAN0009-SI-1-1,STAN0009-SI-1","bdcc96e3882ddcdd1de604d2e2453106,b086daf9da374bb5422e64326c26012e",HBM944.KDNK.782,STAN0009-SI-1-1,bdcc96e3882ddcdd1de604d2e2453106,,[],[],[],
